title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score,year_film,year_ceremony,ceremony,category,name,film,winner
Network,121,8.1,156405,426,182,83,13,2,1,8.4,60,6,2,1976,1977,49,DIRECTING,Sidney Lumet,Network,FALSE
Network,121,8.1,156405,426,182,83,13,2,1,8.4,60,6,2,1976,1977,49,FILM EDITING,Alan Heim,Network,FALSE
Network,121,8.1,156405,426,182,83,13,2,1,8.4,60,6,2,1976,1977,49,BEST PICTURE,"Howard Gottfried, Producer",Network,FALSE
Network,121,8.1,156405,426,182,83,13,2,1,8.4,60,6,2,1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,Network,TRUE
The Last Tycoon,123,6.3,8732,68,27,57,3,8,0,0,0,0,0,1976,1977,49,ART DIRECTION,"Art Direction:  Gene Callahan, Jack Collis;  Set Decoration:  Jerry Wunderlich",The Last Tycoon,FALSE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,FALSE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,FALSE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,FALSE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,FALSE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,DIRECTING,John G. Avildsen,Rocky,TRUE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,FILM EDITING,"Richard Halsey, Scott Conrad",Rocky,TRUE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,MUSIC (Original Song),Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,Rocky,FALSE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,TRUE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,SOUND,"Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper",Rocky,FALSE
Rocky,120,8.1,557417,782,190,70,10,4,0,8.5,180,13,7,1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Sylvester Stallone,Rocky,FALSE
Silver Streak,114,6.9,19680,130,52,41,0,6,1,0,3,0,0,1976,1977,49,SOUND,"Donald Mitchell, Douglas Williams, Richard Tyler, Hal Etherington",Silver Streak,FALSE
Bound for Glory,147,7.2,5089,57,39,70,6,4,0,0,0,0,0,1976,1977,49,CINEMATOGRAPHY,Haskell Wexler,Bound for Glory,TRUE
Bound for Glory,147,7.2,5089,57,39,70,6,4,0,0,0,0,0,1976,1977,49,COSTUME DESIGN,William Theiss,Bound for Glory,FALSE
Bound for Glory,147,7.2,5089,57,39,70,6,4,0,0,0,0,0,1976,1977,49,FILM EDITING,"Robert Jones, Pembroke J. Herring",Bound for Glory,FALSE
Bound for Glory,147,7.2,5089,57,39,70,6,4,0,0,0,0,0,1976,1977,49,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Adaptation Score by Leonard Rosenman,Bound for Glory,TRUE
Bound for Glory,147,7.2,5089,57,39,70,6,4,0,0,0,0,0,1976,1977,49,BEST PICTURE,"Robert F. Blumofe and Harold Leventhal, Producers",Bound for Glory,FALSE
Bound for Glory,147,7.2,5089,57,39,70,6,4,0,0,0,0,0,1976,1977,49,WRITING (Screenplay--based on material from another medium),Robert Getchell,Bound for Glory,FALSE
The Pink Panther Strikes Again,103,7.2,29599,124,37,60,4,3,0,7,5,3,0,1976,1977,49,MUSIC (Original Song),Music by Henry Mancini; Lyrics by Don Black,The Pink Panther Strikes Again,FALSE
Airport '77,114,5.7,10609,97,43,36,0,5,2,0,2,1,0,1977,1978,50,ART DIRECTION,Art Direction:  George C. Webb;  Set Decoration:  Mickey S. Michaels,Airport '77,FALSE
Airport '77,114,5.7,10609,97,43,36,0,5,2,0,2,1,0,1977,1978,50,COSTUME DESIGN,"Edith Head, Burton Miller",Airport '77,FALSE
Annie Hall,93,8,262073,558,153,92,19,1,0,6.6,136,18,42,1977,1978,50,ACTOR IN A LEADING ROLE,Woody Allen,Annie Hall,FALSE
Annie Hall,93,8,262073,558,153,92,19,1,0,6.6,136,18,42,1977,1978,50,ACTRESS IN A LEADING ROLE,Diane Keaton,Annie Hall,TRUE
Annie Hall,93,8,262073,558,153,92,19,1,0,6.6,136,18,42,1977,1978,50,DIRECTING,Woody Allen,Annie Hall,TRUE
Annie Hall,93,8,262073,558,153,92,19,1,0,6.6,136,18,42,1977,1978,50,BEST PICTURE,"Charles H. Joffe, Producer",Annie Hall,TRUE
Annie Hall,93,8,262073,558,153,92,19,1,0,6.6,136,18,42,1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),"Woody Allen, Marshall Brickman",Annie Hall,TRUE
Smokey and the Bandit,96,7,49659,223,87,50,1,4,1,7.4,6,3,0,1977,1978,50,FILM EDITING,"Walter Hannemann, Angelo Ross",Smokey and the Bandit,FALSE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,FALSE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,ART DIRECTION,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian",Star Wars,TRUE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,COSTUME DESIGN,John Mollo,Star Wars,TRUE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,DIRECTING,George Lucas,Star Wars,FALSE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,FILM EDITING,"Paul Hirsch, Marcia Lucas, Richard Chew",Star Wars,TRUE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,MUSIC (Original Score),John Williams,Star Wars,TRUE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,BEST PICTURE,"Gary Kurtz, Producer",Star Wars,FALSE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,SOUND,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",Star Wars,TRUE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,VISUAL EFFECTS,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",Star Wars,TRUE
Star Wars,121,8.6,1315756,2000,207,90,22,1,1,8.8,"2,288",75,62,1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),George Lucas,Star Wars,FALSE
The Deep,123,6.2,12289,89,42,41,0,6,0,0,1,1,0,1977,1978,50,SOUND,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",The Deep,FALSE
The Rescuers,78,6.9,62899,111,67,74,5,3,0,6.4,16,10,3,1977,1978,50,MUSIC (Original Song),Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins,The Rescuers,FALSE
Sorcerer,121,7.7,20960,174,109,68,7,6,0,8.3,9,1,0,1977,1978,50,SOUND,"Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme",Sorcerer,FALSE
The Spy Who Loved Me,125,7.1,106539,366,110,55,4,8,0,7,40,16,4,1977,1978,50,ART DIRECTION,"Art Direction:  Ken Adam, Peter Lamont;  Set Decoration:  Hugh Scaife",The Spy Who Loved Me,FALSE
The Spy Who Loved Me,125,7.1,106539,366,110,55,4,8,0,7,40,16,4,1977,1978,50,MUSIC (Original Score),Marvin Hamlisch,The Spy Who Loved Me,FALSE
The Spy Who Loved Me,125,7.1,106539,366,110,55,4,8,0,7,40,16,4,1977,1978,50,MUSIC (Original Song),Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager,The Spy Who Loved Me,FALSE
That Obscure Object of Desire,103,7.9,22464,71,86,84,4,1,0,8.4,23,2,0,1977,1978,50,FOREIGN LANGUAGE FILM,Spain,That Obscure Object of Desire,FALSE
That Obscure Object of Desire,103,7.9,22464,71,86,84,4,1,0,8.4,23,2,0,1977,1978,50,WRITING (Screenplay--based on material from another medium),"Luis Buñuel, Jean-Claude Carrière",That Obscure Object of Desire,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Jason Robards,Julia,TRUE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,ACTRESS IN A LEADING ROLE,Jane Fonda,Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Julia,TRUE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,CINEMATOGRAPHY,Douglas Slocombe,Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,COSTUME DESIGN,Anthea Sylbert,Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,DIRECTING,Fred Zinnemann,Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,FILM EDITING,Walter Murch,Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,MUSIC (Original Score),Georges Delerue,Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,BEST PICTURE,"Richard Roth, Producer",Julia,FALSE
Julia,117,7.1,9599,62,41,58,3,3,0,0,2,0,0,1977,1978,50,WRITING (Screenplay--based on material from another medium),Alvin Sargent,Julia,TRUE
"Oh, God!",98,6.6,9577,79,27,56,3,6,0,8.3,4,0,0,1977,1978,50,WRITING (Screenplay--based on material from another medium),Larry Gelbart,"Oh, God!",FALSE
Looking for Mr. Goodbar,136,6.7,7609,113,34,64,5,4,0,0,2,1,0,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Tuesday Weld,Looking for Mr. Goodbar,FALSE
Looking for Mr. Goodbar,136,6.7,7609,113,34,64,5,4,0,0,2,1,0,1977,1978,50,CINEMATOGRAPHY,William A. Fraker,Looking for Mr. Goodbar,FALSE
Pete's Dragon,128,6.3,24390,104,51,46,1,3,1,6.1,3,5,1,1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal,Pete's Dragon,FALSE
Pete's Dragon,128,6.3,24390,104,51,46,1,3,1,6.1,3,5,1,1977,1978,50,MUSIC (Original Song),Music and Lyrics by Al Kasha and Joel Hirschhorn,Pete's Dragon,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,ACTOR IN A SUPPORTING ROLE,Mikhail Baryshnikov,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Leslie Browne,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,ART DIRECTION,Art Direction:  Albert Brenner;  Set Decoration:  Marvin March,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,CINEMATOGRAPHY,Robert Surtees,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,DIRECTING,Herbert Ross,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,FILM EDITING,William Reynolds,The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,BEST PICTURE,"Herbert Ross and Arthur Laurents, Producers",The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,SOUND,"Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost",The Turning Point,FALSE
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Arthur Laurents,The Turning Point,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Close Encounters of the Third Kind,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,ART DIRECTION,"Art Direction:  Joe Alves, Dan Lomino;  Set Decoration:  Phil Abramson",Close Encounters of the Third Kind,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,CINEMATOGRAPHY,Vilmos Zsigmond,Close Encounters of the Third Kind,TRUE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,DIRECTING,Steven Spielberg,Close Encounters of the Third Kind,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,FILM EDITING,Michael Kahn,Close Encounters of the Third Kind,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,MUSIC (Original Score),John Williams,Close Encounters of the Third Kind,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",Close Encounters of the Third Kind,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,VISUAL EFFECTS,"Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich",Close Encounters of the Third Kind,FALSE
Close Encounters of the Third Kind,138,7.6,197444,492,228,90,10,0,0,7.8,185,34,7,1977,1978,50,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Frank E. Warner,Close Encounters of the Third Kind,TRUE
The Goodbye Girl,111,7.4,13839,97,42,64,7,4,0,7.1,6,1,0,1977,1978,50,ACTOR IN A LEADING ROLE,Richard Dreyfuss,The Goodbye Girl,TRUE
The Goodbye Girl,111,7.4,13839,97,42,64,7,4,0,7.1,6,1,0,1977,1978,50,ACTRESS IN A LEADING ROLE,Marsha Mason,The Goodbye Girl,FALSE
The Goodbye Girl,111,7.4,13839,97,42,64,7,4,0,7.1,6,1,0,1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Quinn Cummings,The Goodbye Girl,FALSE
The Goodbye Girl,111,7.4,13839,97,42,64,7,4,0,7.1,6,1,0,1977,1978,50,BEST PICTURE,"Ray Stark, Producer",The Goodbye Girl,FALSE
The Goodbye Girl,111,7.4,13839,97,42,64,7,4,0,7.1,6,1,0,1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Neil Simon,The Goodbye Girl,FALSE
Saturday Night Fever,118,6.8,78317,291,108,77,6,0,1,8.2,95,18,5,1977,1978,50,ACTOR IN A LEADING ROLE,John Travolta,Saturday Night Fever,FALSE
Pretty Baby,110,6.5,10749,89,33,66,7,3,0,5,2,0,2,1978,1979,51,MUSIC (Adaptation Score),Jerry Wexler,Pretty Baby,FALSE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,ACTOR IN A LEADING ROLE,Jon Voight,Coming Home,TRUE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Bruce Dern,Coming Home,FALSE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,ACTRESS IN A LEADING ROLE,Jane Fonda,Coming Home,TRUE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Penelope Milford,Coming Home,FALSE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,DIRECTING,Hal Ashby,Coming Home,FALSE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,FILM EDITING,Don Zimmerman,Coming Home,FALSE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,BEST PICTURE,"Jerome Hellman, Producer",Coming Home,FALSE
Coming Home,127,7.4,13429,82,52,61,3,6,0,0,1,2,0,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",Coming Home,TRUE
The Buddy Holly Story,114,7.2,8952,72,33,78,11,0,0,0,0,1,0,1978,1979,51,ACTOR IN A LEADING ROLE,Gary Busey,The Buddy Holly Story,FALSE
The Buddy Holly Story,114,7.2,8952,72,33,78,11,0,0,0,0,1,0,1978,1979,51,MUSIC (Adaptation Score),Joe Renzetti,The Buddy Holly Story,TRUE
The Buddy Holly Story,114,7.2,8952,72,33,78,11,0,0,0,0,1,0,1978,1979,51,SOUND,"Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton",The Buddy Holly Story,FALSE
Midnight Express,121,7.5,78577,301,74,59,5,5,1,7.7,17,7,0,1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,FALSE
Midnight Express,121,7.5,78577,301,74,59,5,5,1,7.7,17,7,0,1978,1979,51,DIRECTING,Alan Parker,Midnight Express,FALSE
Midnight Express,121,7.5,78577,301,74,59,5,5,1,7.7,17,7,0,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE
Midnight Express,121,7.5,78577,301,74,59,5,5,1,7.7,17,7,0,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE
Midnight Express,121,7.5,78577,301,74,59,5,5,1,7.7,17,7,0,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE
Midnight Express,121,7.5,78577,301,74,59,5,5,1,7.7,17,7,0,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE
Foul Play,116,6.8,15273,118,40,45,4,1,2,7.4,6,2,0,1978,1979,51,MUSIC (Original Song),Music by Charles Fox; Lyrics by Norman Gimbel,Foul Play,FALSE
Hooper,99,6.3,6862,49,37,70,8,0,1,0,1,1,0,1978,1979,51,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon",Hooper,FALSE
Interiors,92,7.3,19557,126,62,67,3,6,0,7,6,4,0,1978,1979,51,ACTRESS IN A LEADING ROLE,Geraldine Page,Interiors,FALSE
Interiors,92,7.3,19557,126,62,67,3,6,0,7,6,4,0,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Interiors,FALSE
Interiors,92,7.3,19557,126,62,67,3,6,0,7,6,4,0,1978,1979,51,ART DIRECTION,Art Direction:  Mel Bourne;  Set Decoration:  Daniel Robert,Interiors,FALSE
Interiors,92,7.3,19557,126,62,67,3,6,0,7,6,4,0,1978,1979,51,DIRECTING,Woody Allen,Interiors,FALSE
Interiors,92,7.3,19557,126,62,67,3,6,0,7,6,4,0,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Interiors,FALSE
The Boys from Brazil,125,7,27636,157,67,40,1,5,1,7,7,3,0,1978,1979,51,ACTOR IN A LEADING ROLE,Laurence Olivier,The Boys from Brazil,FALSE
The Boys from Brazil,125,7,27636,157,67,40,1,5,1,7,7,3,0,1978,1979,51,FILM EDITING,Robert E. Swink,The Boys from Brazil,FALSE
The Boys from Brazil,125,7,27636,157,67,40,1,5,1,7,7,3,0,1978,1979,51,MUSIC (Original Score),Jerry Goldsmith,The Boys from Brazil,FALSE
Days of Heaven,94,7.8,57182,235,119,93,17,2,0,8.4,145,15,5,1978,1979,51,CINEMATOGRAPHY,Nestor Almendros,Days of Heaven,TRUE
Days of Heaven,94,7.8,57182,235,119,93,17,2,0,8.4,145,15,5,1978,1979,51,COSTUME DESIGN,Patricia Norris,Days of Heaven,FALSE
Days of Heaven,94,7.8,57182,235,119,93,17,2,0,8.4,145,15,5,1978,1979,51,MUSIC (Original Score),Ennio Morricone,Days of Heaven,FALSE
Days of Heaven,94,7.8,57182,235,119,93,17,2,0,8.4,145,15,5,1978,1979,51,SOUND,"John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas",Days of Heaven,FALSE
Bloodbrothers,116,5.8,949,12,10,49,1,4,0,0,0,0,0,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Walter Newman,Bloodbrothers,FALSE
Death on the Nile,140,7.3,33155,157,70,59,2,6,0,6.9,5,2,0,1978,1979,51,COSTUME DESIGN,Anthony Powell,Death on the Nile,TRUE
The Wiz,134,5.5,15025,174,39,53,5,4,2,7.8,4,1,1,1978,1979,51,ART DIRECTION,"Art Direction:  Tony Walton, Philip Rosenberg;  Set Decoration:  Edward Stewart, Robert Drumheller",The Wiz,FALSE
The Wiz,134,5.5,15025,174,39,53,5,4,2,7.8,4,1,1,1978,1979,51,CINEMATOGRAPHY,Oswald Morris,The Wiz,FALSE
The Wiz,134,5.5,15025,174,39,53,5,4,2,7.8,4,1,1,1978,1979,51,COSTUME DESIGN,Tony Walton,The Wiz,FALSE
The Wiz,134,5.5,15025,174,39,53,5,4,2,7.8,4,1,1,1978,1979,51,MUSIC (Adaptation Score),Quincy Jones,The Wiz,FALSE
Comes a Horseman,118,6.3,2798,27,19,41,0,7,0,0,0,0,0,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,Comes a Horseman,FALSE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,ACTOR IN A LEADING ROLE,Robert De Niro,The Deer Hunter,FALSE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,TRUE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,The Deer Hunter,FALSE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,CINEMATOGRAPHY,Vilmos Zsigmond,The Deer Hunter,FALSE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,DIRECTING,Michael Cimino,The Deer Hunter,TRUE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,FILM EDITING,Peter Zinner,The Deer Hunter,TRUE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,TRUE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,SOUND,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",The Deer Hunter,TRUE
The Deer Hunter,183,8.1,332510,1200,141,86,16,2,0,7.6,183,25,28,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",The Deer Hunter,FALSE
Ice Castles,108,6.5,3507,56,17,51,4,5,0,0,0,1,0,1979,1980,52,MUSIC (Original Song),Music by Marvin Hamlisch; Lyric by Carole Bayer Sager,Ice Castles,FALSE
Norma Rae,114,7.3,11440,58,36,61,6,3,1,7.4,10,2,0,1979,1980,52,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,TRUE
Norma Rae,114,7.3,11440,58,36,61,6,3,1,7.4,10,2,0,1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Norman Gimbel,Norma Rae,TRUE
Norma Rae,114,7.3,11440,58,36,61,6,3,1,7.4,10,2,0,1979,1980,52,BEST PICTURE,"Tamara Asseyev and Alex Rose, Producers",Norma Rae,FALSE
Norma Rae,114,7.3,11440,58,36,61,6,3,1,7.4,10,2,0,1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"Irving Ravetch, Harriet Frank, Jr.",Norma Rae,FALSE
The China Syndrome,122,7.4,29731,133,68,81,15,1,0,8,16,2,0,1979,1980,52,ACTOR IN A LEADING ROLE,Jack Lemmon,The China Syndrome,FALSE
The China Syndrome,122,7.4,29731,133,68,81,15,1,0,8,16,2,0,1979,1980,52,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,FALSE
The China Syndrome,122,7.4,29731,133,68,81,15,1,0,8,16,2,0,1979,1980,52,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  Arthur Jeph Parker,The China Syndrome,FALSE
The China Syndrome,122,7.4,29731,133,68,81,15,1,0,8,16,2,0,1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Mike Gray, T.S. Cook, James Bridges",The China Syndrome,FALSE
The Promise,97,6.5,752,33,5,42,0,3,1,0,0,0,0,1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman,The Promise,FALSE
Manhattan,96,7.9,138573,278,123,83,9,1,0,8.3,124,8,5,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,FALSE
Manhattan,96,7.9,138573,278,123,83,9,1,0,8.3,124,8,5,1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Woody Allen, Marshall Brickman",Manhattan,FALSE
A Little Romance,110,7.4,5812,64,27,52,5,4,1,0,0,0,0,1979,1980,52,MUSIC (Original Score),Georges Delerue,A Little Romance,TRUE
A Little Romance,110,7.4,5812,64,27,52,5,4,1,0,0,0,0,1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Allan Burns,A Little Romance,FALSE
The Tin Drum,142,7.5,23849,91,93,63,7,4,0,7.4,5,0,0,1979,1980,52,FOREIGN LANGUAGE FILM,Federal Republic of Germany,The Tin Drum,TRUE
The Europeans,90,6.2,986,8,13,64,3,1,0,0,1,0,0,1979,1980,52,COSTUME DESIGN,Judy Moorcroft,The Europeans,FALSE
My Brilliant Career,100,7.1,4304,53,25,77,9,4,0,0,1,0,0,1980,1981,53,COSTUME DESIGN,Anna Senior,My Brilliant Career,FALSE
